pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
279,Dudunsparce Two-Segment Form,982,https://drive.google.com/file/d/1NtkaW5dHmyaAcO76-d8ZE4wLMCljOwM1/view?usp=drivesdk,13,,208,3.6 m (11′10″),39.2 kg (86.4 lbs),312,295,279,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",125,360,454,100,184,328,80,148,284,85,157,295,75,139,273,55,103,229,
280,Dudunsparce Three-Segment Form,982,https://drive.google.com/file/d/1Krk9hXun47yCYm9olTDXsAiYGFnRY0dD/view?usp=sharing,13,,208,4.5 m (14′09″),47.4 kg (104.5 lbs),312,295,279,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",125,360,454,100,184,328,80,148,284,85,157,295,75,139,273,55,103,229,
281,Dugtrio,51,https://drive.google.com/file/d/1-lgTYfV6xxHyFNKpsDsm2riCzw3aklLb/view?usp=drivesdk,11,,184,0.7 m (2′04″),33.3 kg (73.4 lbs),303,14,298,2 Speed,"50 (6.5% with PokéBall, full HP)",50 (normal),149,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,100,184,328,50,94,218,50,94,218,70,130,262,120,220,372,
282,Alolan Dugtrio,51,https://drive.google.com/file/d/1Zm8UkCikFuljsMQSPvonuGkyW4Hl7G9T/view?usp=drivesdk,11,17,184,0.7 m (2′04″),66.6 kg (146.8 lbs),303,389,298,2 Attack,"50 (6.5% with PokéBall, full HP)",50 (normal),149,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,100,184,328,60,112,240,50,94,218,70,130,262,110,202,350,
283,Dunsparce,206,https://drive.google.com/file/d/1_uETiGj6jKyNczhxuNxadOSoj7IHLxkn/view?usp=drivesdk,13,,208,1.5 m (4′11″),14.0 kg (30.9 lbs),312,295,279,1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),145,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,70,130,262,70,130,262,65,121,251,65,121,251,45,85,207,
284,Duosion,578,https://drive.google.com/file/d/1WhnHUS6qgrYvZTOkfwtfMOPlsBnUq8Tm/view?usp=drivesdk,15,,209,0.6 m (2′00″),8.0 kg (17.6 lbs),231,192,285,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),130,Medium Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,40,76,196,50,94,218,125,229,383,60,112,240,30,58,174,
285,Duraludon,884,https://drive.google.com/file/d/1W987tE_xeK8dTxgeszXQjqMJrouv_aIR/view?usp=drivesdk,17,3,24,1.8 m (5′11″),40.0 kg (88.2 lbs),180,135,352,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,5,11,"50% male, 50% female","30 (7,454–7,710 steps)",70,250,344,95,175,317,115,211,361,120,220,372,50,94,218,85,157,295,
286,Durant,632,https://drive.google.com/file/d/1-WeHcOEAcmuw2A8e7IXcFwz-AgifeK41/view?usp=drivesdk,1,17,210,0.3 m (1′00″),33.0 kg (72.8 lbs),377,143,413,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,3,,"50% male, 50% female","20 (4,884–5,140 steps)",58,226,320,109,200,348,112,206,355,48,90,214,48,90,214,109,200,348,
287,Dusclops,356,https://drive.google.com/file/d/192XNYCQvJZZKr5c6NAXSwtnN4GPkgIol/view?usp=drivesdk,9,,211,1.6 m (5′03″),30.6 kg (67.5 lbs),259,109,,"1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",35 (lower than normal),159,Fast,2,,"50% male, 50% female","25 (6,169–6,425 steps)",40,190,284,70,130,262,130,238,394,60,112,240,130,238,394,25,49,163,
288,Dusknoir,477,https://drive.google.com/file/d/1AKTen5jyKK6-JxcCcotGehTxwdc5tMEt/view?usp=drivesdk,9,,212,2.2 m (7′03″),106.6 kg (235.0 lbs),259,109,,"1 Defense, 2 Sp. Def","45 (5.9% with PokéBall, full HP)",35 (lower than normal),236,Fast,2,,"50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,100,184,328,135,247,405,65,121,251,135,247,405,45,85,207,
289,Duskull,355,https://drive.google.com/file/d/1taXvzqBML4TCmxKml_0rLk-grn9Z9YFj/view?usp=drivesdk,9,,213,0.8 m (2′07″),15.0 kg (33.1 lbs),178,109,,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),59,Fast,2,,"50% male, 50% female","25 (6,169–6,425 steps)",20,150,244,40,76,196,90,166,306,30,58,174,90,166,306,25,49,163,
290,Dustox,269,https://drive.google.com/file/d/1DeNDg-AYL4QKlmabbSfe7nvW6E-tPOi-/view?usp=drivesdk,1,14,214,1.2 m (3′11″),31.6 kg (69.7 lbs),325,49,,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,50,94,218,70,130,262,50,94,218,90,166,306,65,121,251,
291,Dwebble,557,https://drive.google.com/file/d/1TN-aQLHDAFA0Re3zOCCWT-OnPOa82q31/view?usp=drivesdk,1,16,215,0.3 m (1′00″),14.5 kg (32.0 lbs),369,323,436,1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,3,11,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,85,157,295,35,67,185,35,67,185,55,103,229,
292,Eelektrik,603,https://drive.google.com/file/d/13f39xQ8hi6SfHmW1UQvgCG5I_B5VRrq8/view?usp=drivesdk,4,,216,1.2 m (3′11″),22.0 kg (48.5 lbs),178,,,2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),142,Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,85,157,295,70,130,262,75,139,273,70,130,262,40,76,196,
293,Eelektross,604,https://drive.google.com/file/d/1AqlIlRS-rTRh9dSh3HLun41IEbOeWP1t/view?usp=drivesdk,4,,216,2.1 m (6′11″),80.5 kg (177.5 lbs),178,,,3 Attack,"30 (3.9% with PokéBall, full HP)",50 (normal),258,Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,115,211,361,80,148,284,105,193,339,80,148,284,50,94,218,
294,Eevee,133,https://drive.google.com/file/d/1d8LVPdgLodz-JBDfHnl_sz8TjxFm0Zv7/view?usp=drivesdk,13,,217,0.3 m (1′00″),6.5 kg (14.3 lbs),295,2,13,1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),65,Medium Fast,7,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",55,220,314,55,103,229,50,94,218,45,85,207,65,121,251,55,103,229,
295,Partner Eevee,133,https://drive.google.com/file/d/1J8jvK8lSo_ABEUjrMPPcVPDWYDnjVOx_/view?usp=drivesdk,13,,217,0.3 m (1′00″),6.5 kg (14.3 lbs),,,,1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),65,Medium Fast,1,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,75,139,273,70,130,262,65,121,251,85,157,295,75,139,273,
296,Eiscue Ice Face,875,https://drive.google.com/file/d/1MbmQcw7ZDhvPF8PeJcCf3UrD2SHerWp5/view?usp=drivesdk,12,,218,1.4 m (4′07″),89.0 kg (196.2 lbs),150,,,2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Slow,7,14,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,80,148,284,110,202,350,65,121,251,90,166,306,50,94,218,
297,Eiscue Noice Face,875,https://drive.google.com/file/d/1PA8f_GP3wd37g-RMyb4ds9i_OTsYpV9g/view?usp=drivesdk,12,,218,1.4 m (4′07″),89.0 kg (196.2 lbs),150,,,2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Slow,7,14,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,80,148,284,70,130,262,65,121,251,50,94,218,130,238,394,
298,Ekans,23,https://drive.google.com/file/d/1LmpUaFspOfHXkWCysWqDsiOtVEu5c5pb/view?usp=drivesdk,14,,219,2.0 m (6′07″),6.9 kg (15.2 lbs),164,319,420,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,5,7,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,60,112,240,44,83,205,40,76,196,54,101,227,55,103,229,
299,Eldegoss,830,https://drive.google.com/file/d/1_TRJ9vKoNzCDpva6xEUGhMv4y2GGGLwP/view?usp=drivesdk,10,,220,0.5 m (1′08″),2.5 kg (5.5 lbs),55,284,87,2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),161,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,90,166,306,80,148,284,120,220,372,60,112,240,
300,Electabuzz,125,https://drive.google.com/file/d/19jAPD3jTf8LbuWs4kL546Krbx052gD5Y/view?usp=drivesdk,4,,221,1.1 m (3′07″),30.0 kg (66.1 lbs),355,425,,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,10,,"75% male, 25% female","25 (6,169–6,425 steps)",65,240,334,83,153,291,57,107,234,95,175,317,85,157,295,105,193,339,
301,Electivire,466,https://drive.google.com/file/d/1ftBsKjOMFD2ZLtUJ-qkboSZPpy6JSbip/view?usp=drivesdk,4,,222,1.8 m (5′11″),138.6 kg (305.6 lbs),212,425,,3 Attack,"30 (3.9% with PokéBall, full HP)",50 (normal),243,Medium Fast,10,,"75% male, 25% female","25 (6,169–6,425 steps)",75,260,354,123,225,379,67,125,256,95,175,317,85,157,295,95,175,317,
302,Electrike,309,https://drive.google.com/file/d/1Te36HuH5hNA7IYOovAfcpvNxJAoEfLN1/view?usp=drivesdk,4,,223,0.6 m (2′00″),15.2 kg (33.5 lbs),355,182,205,1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),59,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,40,76,196,65,121,251,40,76,196,65,121,251,
303,Electrode,101,https://drive.google.com/file/d/1k0Fqfq0vmtD9gVZsPZPC_lu4nMU7ESC9/view?usp=drivesdk,4,,224,1.2 m (3′11″),66.6 kg (146.8 lbs),345,355,6,2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",60,230,324,50,94,218,70,130,262,80,148,284,80,148,284,150,274,438,
304,Hisuian Electrode,101,https://drive.google.com/file/d/1EQ90qcGGnrbSVdzGCEY2hhToAedD95wM/view?usp=drivesdk,4,10,225,1.2 m (3′11″),71.0 kg (156.5 lbs),345,355,6,2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",60,230,324,50,94,218,70,130,262,80,148,284,80,148,284,150,274,438,
305,Elekid,239,https://drive.google.com/file/d/1e8yA7OVXKxGHpulhtZESnK5Po63ufB5v/view?usp=drivesdk,4,,221,0.6 m (2′00″),23.5 kg (51.8 lbs),355,425,,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),72,Medium Fast,13,,"75% male, 25% female","25 (6,169–6,425 steps)",45,200,294,63,117,247,37,71,190,65,121,251,55,103,229,95,175,317,
306,Elgyem,605,https://drive.google.com/file/d/1L053hYL3I9I7cL1HErEgbTnVGuEqaYc_/view?usp=drivesdk,15,,55,0.5 m (1′08″),9.0 kg (19.8 lbs),392,385,8,1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),67,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,55,103,229,55,103,229,85,157,295,55,103,229,30,58,174,
307,Emboar,500,https://drive.google.com/file/d/1DRLJdos8itGQiWUumQSGsUsoqM8Ih_Uh/view?usp=drivesdk,7,6,226,1.6 m (5′03″),150.0 kg (330.7 lbs),31,282,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),238,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",110,330,424,123,225,379,65,121,251,100,184,328,65,121,251,65,121,251,
308,Emolga,587,https://drive.google.com/file/d/16azRwN-RBaXUE3APOQpU32teIxYqYpPE/view?usp=drivesdk,4,8,227,0.4 m (1′04″),5.0 kg (11.0 lbs),355,213,,2 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),150,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,75,139,273,60,112,240,75,139,273,60,112,240,103,189,335,
309,Empoleon,395,https://drive.google.com/file/d/1l-8TlvyD-sKbOCQn1Yuy47zLS9wTeyPb/view?usp=drivesdk,18,17,228,1.7 m (5′07″),84.5 kg (186.3 lbs),403,71,,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,7,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",84,278,372,86,159,298,88,162,302,111,204,353,101,186,331,60,112,240,
310,Enamorus Incarnate Forme,905,https://drive.google.com/file/d/15wMBId95HbBghEBrrXNdYchRXO78OJVF/view?usp=drivesdk,5,8,229,1.6 m (5′03″),48.0 kg (105.8 lbs),61,51,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",50 (normal),116,Slow,13,,"0% male, 100% female","20 (4,884–5,140 steps)",74,258,352,115,211,361,70,130,262,135,247,405,80,148,284,106,195,342,
311,Enamorus Therian Forme,905,https://drive.google.com/file/d/1nRG0pBnWkZVtnyXy0x38IEailZ2hCWqU/view?usp=drivesdk,5,8,229,1.6 m (5′03″),48.0 kg (105.8 lbs),231,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",50 (normal),116,Slow,13,,"0% male, 100% female","20 (4,884–5,140 steps)",74,258,352,115,211,361,110,202,350,135,247,405,100,184,328,46,87,210,
312,Entei,244,https://drive.google.com/file/d/1C5N_JnAmoH0NZqIAnykLOdmPMVvdelGH/view?usp=drivesdk,7,,230,2.1 m (6′11″),198.0 kg (436.5 lbs),259,161,,"1 HP, 2 Attack","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,13,,Genderless,"80 (20,304–20,560 steps)",115,340,434,115,211,361,85,157,295,90,166,306,75,139,273,100,184,328,
313,Escavalier,589,https://drive.google.com/file/d/1yd5y5W3PwdIhhpMle9dLUfvDTXh5-ipl/view?usp=drivesdk,1,17,231,1.0 m (3′03″),33.0 kg (72.8 lbs),377,323,232,2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,135,247,405,105,193,339,60,112,240,105,193,339,20,40,152,
314,Espathra,956,https://drive.google.com/file/d/1DUYNrx1_4dqGhaPVv3r5-dW06pI-EDSL/view?usp=drivesdk,15,,232,1.9 m (6′03″),90.0 kg (198.4 lbs),229,108,348,2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Slow,8,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,60,112,240,60,112,240,101,186,331,60,112,240,105,193,339,
315,Espeon,196,https://drive.google.com/file/d/1imb-NO74T7IpZuHEJZoh7E9PR7VnMf-V/view?usp=drivesdk,15,,233,0.9 m (2′11″),26.5 kg (58.4 lbs),385,191,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,7,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,65,121,251,60,112,240,130,238,394,95,175,317,110,202,350,
316,Espurr,677,https://drive.google.com/file/d/1TjkNxKjZO5LRHXteLfPFtaeUvacJd68G/view?usp=drivesdk,15,,234,0.3 m (1′00″),3.5 kg (7.7 lbs),172,157,236,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),71,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",62,234,328,48,90,214,54,101,227,63,117,247,60,112,240,68,126,258,
317,Eternatus,890,https://drive.google.com/file/d/1OXsV8Ibq4cRgu0yMjt3iC1EkV9QXShL7/view?usp=drivesdk,14,3,235,20.0 m (65′07″),950.0 kg (2094.4 lbs),259,,,3 HP,"255 (33.3% with PokéBall, full HP)",0 (lower than normal),345,Slow,13,,Genderless,"120 (30,584–30,840 steps)",140,390,484,85,157,295,95,175,317,145,265,427,95,175,317,130,238,394,
318,Eternatus Eternamax,890,#N/A,14,3,235,100.0 m (328′01″),,,,,3 HP,,0 (lower than normal),563,Slow,13,,,"120 (30,584–30,840 steps)",255,620,714,115,211,361,250,454,658,125,229,383,250,454,658,130,238,394,
319,Excadrill,530,https://drive.google.com/file/d/1GVTLZTe8KIEZFkuDzH4wZ1EbLT3UGsbE/view?usp=drivesdk,11,17,236,0.7 m (2′04″),40.4 kg (89.1 lbs),299,297,210,2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),178,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,135,247,405,60,112,240,50,94,218,65,121,251,88,162,302,
320,Exeggcute,102,https://drive.google.com/file/d/1wTrd0BvXEL0uM6CHZY0YHV1VtLQrwG-k/view?usp=drivesdk,10,15,113,0.4 m (1′04″),2.5 kg (5.5 lbs),37,130,,1 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),65,Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,80,148,284,60,112,240,45,85,207,40,76,196,
321,Exeggutor,103,https://drive.google.com/file/d/1Myj3sAhWP0rLj8SYUFcM6AFJVM_333dp/view?usp=drivesdk,10,15,237,2.0 m (6′07″),120.0 kg (264.6 lbs),37,130,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,95,175,317,85,157,295,125,229,383,75,139,273,55,103,229,
322,Alolan Exeggutor,103,https://drive.google.com/file/d/1fvprlXdBjX0SunbCtRVN3QecWUzAG60h/view?usp=drivesdk,10,3,237,10.9 m (35′09″),415.6 kg (916.2 lbs),108,130,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,105,193,339,85,157,295,125,229,383,75,139,273,45,85,207,
323,Exploud,295,https://drive.google.com/file/d/1LKo60A7BpqbYG1IJkv5Xs4IHWGfBMeaw/view?usp=drivesdk,13,,238,1.5 m (4′11″),84.0 kg (185.2 lbs),345,309,,3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,7,12,"50% male, 50% female","20 (4,884–5,140 steps)",104,318,412,91,168,309,63,117,247,91,168,309,73,135,269,68,126,258,
324,Falinks,870,https://drive.google.com/file/d/1qPH3f6ktWrQhXcAx0eRtU2HCMUk-BDdJ/view?usp=drivesdk,6,,239,3.0 m (9′10″),62.0 kg (136.7 lbs),23,71,,"2 Attack, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),165,Medium Fast,6,11,Genderless,"25 (6,169–6,425 steps)",65,240,334,100,184,328,100,184,328,70,130,262,60,112,240,75,139,273,
325,Farfetch'd,83,https://drive.google.com/file/d/1J7AJl0LR_UGHOCHlhcEprs0eIT-sZQ1Q/view?usp=drivesdk,13,8,240,0.8 m (2′07″),15.0 kg (33.1 lbs),172,160,71,1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),132,Medium Fast,7,8,"50% male, 50% female","20 (4,884–5,140 steps)",52,214,308,90,166,306,55,103,229,58,108,236,62,116,245,60,112,240,
326,Galarian Farfetch'd,83,https://drive.google.com/file/d/1VHMB92XQSGaQ2H_RbWKGS3GnuDDXp2VQ/view?usp=drivesdk,6,,240,0.8 m (2′07″),42.0 kg (92.6 lbs),357,309,,1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),132,Medium Fast,7,8,"50% male, 50% female","20 (4,884–5,140 steps)",52,214,308,95,175,317,55,103,229,58,108,236,62,116,245,55,103,229,
327,Farigiraf,981,https://drive.google.com/file/d/1oAIZi6hZcY-RBVpNY6eiRa82dq31ynY4/view?usp=drivesdk,13,15,241,3.2 m (10′06″),160.0 kg (352.7 lbs),56,15,306,3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),260,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",120,350,444,90,166,306,70,130,262,110,202,350,70,130,262,60,112,240,
328,Fearow,22,https://drive.google.com/file/d/1nywc9EBGMvxJhrcgCymX8qy_PMB_icMW/view?usp=drivesdk,13,8,242,1.2 m (3′11″),38.0 kg (83.8 lbs),172,336,,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),155,Medium Fast,8,,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,65,121,251,61,114,243,61,114,243,100,184,328,
329,Feebas,349,https://drive.google.com/file/d/1ThqXmT8j0vBgTy_U90FxexOYTibMuGj5/view?usp=drivesdk,18,,243,0.6 m (2′00″),7.4 kg (16.3 lbs),381,227,3,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Erratic,5,14,"50% male, 50% female","20 (4,884–5,140 steps)",20,150,244,15,31,141,20,40,152,10,22,130,55,103,229,80,148,284,
330,Fennekin,653,https://drive.google.com/file/d/1N3IhB5GUu4DLcFxPKAnxdCr844ymBB96/view?usp=drivesdk,7,,77,0.4 m (1′04″),9.4 kg (20.7 lbs),31,195,,1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),61,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,40,76,196,62,116,245,60,112,240,60,112,240,
331,Feraligatr,160,https://drive.google.com/file/d/1EKLSZJjr2v6Odb4iNAzaq-vm7cWaizQ0/view?usp=drivesdk,18,,161,2.3 m (7′07″),88.8 kg (195.8 lbs),403,322,,"2 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",85,280,374,105,193,339,100,184,328,79,146,282,83,153,291,78,144,280,
332,Ferroseed,597,https://drive.google.com/file/d/1S1zlc32ISukW75Gmv4N5nwkZ7qTnlzkJ/view?usp=drivesdk,10,17,244,0.6 m (2′00″),18.8 kg (41.4 lbs),167,,,1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,9,11,"50% male, 50% female","20 (4,884–5,140 steps)",44,198,292,50,94,218,91,168,309,24,47,161,86,159,298,10,22,130,
333,Ferrothorn,598,https://drive.google.com/file/d/11lIp53VXozcMsSDo1prw3J7BwX7JGk-K/view?usp=drivesdk,10,17,245,1.0 m (3′03″),110.0 kg (242.5 lbs),167,13,,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,9,11,"50% male, 50% female","20 (4,884–5,140 steps)",74,258,352,94,173,315,131,240,397,54,101,227,116,213,364,20,40,152,
334,Fezandipiti,1016,https://drive.google.com/file/d/1yTDra9fjZMGWsjwHsEXrT_uNqwRPHj-9/view?usp=drivesdk,14,5,246,1.4 m (4′07″),30.1 kg (66.4 lbs),407,391,,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",,,Slow,13,,"100% male, 0% female",,88,286,380,91,168,309,82,152,289,70,130,262,125,229,383,99,182,326,
335,Fidough,926,https://drive.google.com/file/d/10Khq2nOhSTs21JrCAjvwIy-5AqxU2Y_y/view?usp=drivesdk,5,,247,0.3 m (1′00″),10.9 kg (24.0 lbs),235,175,,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,11,"50% male, 50% female","20 (4,884–5,140 steps)",37,184,278,55,103,229,70,130,262,30,58,174,55,103,229,65,121,251,
336,Finizen,963,https://drive.google.com/file/d/1sLehxaOG_KvQ8JtVKezrOU40wn5WG91o/view?usp=drivesdk,18,,248,1.3 m (4′03″),60.2 kg (132.7 lbs),433,,,1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),63,Slow,7,15,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,45,85,207,40,76,196,45,85,207,40,76,196,75,139,273,
337,Finneon,456,https://drive.google.com/file/d/1wPxgjgWXeofbiv0rQ9GYVw4daMOZGbux/view?usp=drivesdk,18,,249,0.4 m (1′04″),7.0 kg (15.4 lbs),381,366,434,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Erratic,15,,"50% male, 50% female","20 (4,884–5,140 steps)",49,208,302,49,92,216,56,105,232,49,92,216,61,114,243,66,123,254,
338,Flaaffy,180,https://drive.google.com/file/d/125ovnKlkuKdfx8iJEoOdcBr0K6urlyMB/view?usp=drivesdk,4,,250,0.8 m (2′07″),13.3 kg (29.3 lbs),355,247,,2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,7,12,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,55,103,229,80,148,284,60,112,240,45,85,207,
339,Flabébé,669,https://drive.google.com/file/d/1jF8Ckk8pamcq00JwRpt8zxA263h5YNGM/view?usp=drivesdk,5,,251,0.1 m (0′04″),0.1 kg (0.2 lbs),101,384,,1 Sp. Def,"225 (29.4% with PokéBall, full HP)",50 (normal),61,Medium Fast,6,,"0% male, 100% female","20 (4,884–5,140 steps)",44,198,292,38,72,192,39,74,194,61,114,243,79,146,282,42,80,201,
340,Flamigo,973,https://drive.google.com/file/d/1YN1OkPEuGR3CAqa2gLRJVLm7vVVA0n-A/view?usp=drivesdk,8,6,252,1.6 m (5′03″),37.0 kg (81.6 lbs),308,387,54,2 Attack,"100 (13.1% with PokéBall, full HP)",50 (normal),175,Medium Slow,8,,"50% male, 50% female","20 (4,884–5,140 steps)",82,274,368,115,211,361,74,137,271,75,139,273,64,119,249,90,166,306,
341,Flapple,841,https://drive.google.com/file/d/1dd7ELHAKizxQnxc2lNQ-wqebB0loMByo/view?usp=drivesdk,10,3,253,0.3 m (1′00″),1.0 kg (2.2 lbs),286,114,144,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),170,Erratic,5,9,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,80,148,284,95,175,317,60,112,240,70,130,262,
342,Flareon,136,https://drive.google.com/file/d/1T0IOHdVt5ZPFEe-kjL7stExnL-7_G8_D/view?usp=drivesdk,7,,115,0.9 m (2′11″),25.0 kg (55.1 lbs),98,128,,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,7,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,130,238,394,60,112,240,95,175,317,110,202,350,65,121,251,
